Date,Review,Score
"Jan 2, 2020",I'm surprised to see so many people that said they left in the middle of the movie. I thought it was decent and great at building tension. Good acting all around. ,NEUTRAL
"Jan 2, 2020","If there was a negative star I would use that. Adam Sandler was irritating at his very best. The movie actually put me in a terrible mood, thats how irritating it was. He should be embarrassed.",NEGATIVE
"Jan 2, 2020","An unpredictable and character-driven story that immediately jams the gas pedal through floor and never lets up. Adam Sandler could have use an Adderall or something—his performance is like watching a two hour heavy metal drum solo, and a lot of people will think that’s a good thing. Will you be entertained? Definitely.",NEUTRAL
"Jan 2, 2020",Super stressful movie with odd music and cinematography.,NEGATIVE
"Jan 2, 2020",They fooled me and by that I mean I wasted my money on this movie thinking it would be good based off rotten tomatoes crazy positive feedback. It was slow and then got slower. I don’t see how anyone could rate this positive. I felt like I was watching jersey shore with all the nonsense yelling that went from beginning to end. Stay away and wait for Adam Sandler’s next film. Or gamble and lose.,NEGATIVE
"Jan 2, 2020","It was horrible.  Nothing good about it. Script - pointless, acting- pathetic,  film - marginal.  I have never posted a review before",NEGATIVE
"Jan 2, 2020",GREAT MOVIE  MUST SEE !!!,POSITIVE
"Jan 2, 2020","Man, this is a ride! Probably Adam Sandler's best work to date. The writing, the atmosphere, the acting, everything about it is smooth. Shout-out to KG, solid solid work. No one in this movie is off. It's fast ,it's fun, and it's funny. 10/10",POSITIVE
"Jan 2, 2020","Outstanding, authentic view of a man possessed by pursuit of money and how it becomes his undoing.  See it!",POSITIVE
"Jan 2, 2020","Relentlessly entertaining and you never know what's going to happen next. You can tell how much an audience is enjoying a movie and mine fucking loved it. The cinematography was restricted to close-ups of chatacters' faces, but this was an artistic choice to convey a sense of anxiety. As this character digs himself deeper and deeper, you can't help but feel bad for the guy - this is why the instantly likable Sandler was crucial for this role. The Safdie's have proven themselves to have a propensity for films that are both exhilarating and thought-provoking. I fucking loved it.",POSITIVE
"Jan 2, 2020",This movie was not at all what I was expecting. A lot of very anti-climactic scenes and a sort of boring storyline. I was finally somewhat interested about an hour or more into the movie. The acting was fantastic. I love Adam Sandler in serious roles. This was just a let down though.,NEGATIVE
"Jan 2, 2020","Movie was legit terrible....
Director did a great job of making me feel like I was in the movie...a 2 hour anxiety attack that is. No storyline, Shaking camera, loud voices and terrible music filled the entire film. People left within 30 min of the movie and man were they the smart ones - got their money back at least. Leaving the theater I heard numerous people complain - so I know its not just me i.e. have a migraine now. I was in the same boat as the person who said that waking out of the theater. If you like anxiety attacks then youll love this movie",NEGATIVE
"Jan 2, 2020","Very intense, loud, non stop talking/arguing/yelling. Very frustrating movie.",NEUTRAL
"Jan 2, 2020","I appreciated Sandlers portrayal Howie. It was great. However, the frantic camera work and the extended dialogue at a yelling decibel took away from the performances. The movie gave me a headache!",NEGATIVE
"Jan 2, 2020",Good in the same way Requiem for a Dream is good. Good movie but not pleasant or enjoyable to watch ,POSITIVE
"Jan 2, 2020",The worst movie ever setting the world record for the number of times they said Fuck.,NEGATIVE
"Jan 2, 2020",Profane and disgusting.  Left after an hour.,NEGATIVE
"Jan 2, 2020",Adam Sandler does a great job playing a role out of his element.,POSITIVE
"Jan 2, 2020","Best Adam Sandler's  movie  yet ,a bit mind boggling but good movie ending could have been better but good.",POSITIVE
"Jan 2, 2020",Adam Sandler is a wonderful actor. This movie had us at the edge of our seats. His life literally spiraled out of control. The ending was unbelievable my mouth dropped. I still can't get over the end. Great movie please go see & support!,POSITIVE
"Jan 2, 2020","Reading some of these audience reviews reminds me when I saw Bad Santa in the theater, and clueless parents who brought their children walked out.  If you went to this movie without having a clue what it was about, then you probably also fall for telephone scams.  If you saw the trailer, the movie delivered EXACTLY what it promised.  I guess some folks can't handle a little discomfort in their lives.  Go see Frozen 2, you'll feel better, and I'm sure it will spark eclectic conversation after.",POSITIVE
"Jan 2, 2020","Acting was incredible but the story and all the yelling, made me so a.xious and uncomfortable.  The filmakers' previous films are apparently known for creating that feelling. Had to talk myself down from leaving the theater.",POSITIVE
"Jan 1, 2020",Best movie Adam Sandler has ever made,POSITIVE
"Jan 1, 2020","If you want to see a horrible movie, waste 2+ hours of your life at a HORRIBLE movie, then go ahead.",NEGATIVE
"Jan 1, 2020",It wasn’t as good as I thought it would be.,NEGATIVE
"Jan 1, 2020",Horrible.. I walked out and I’m a huge Adam Sandler fan,NEGATIVE
"Jan 1, 2020",Just not good.  Too much profanity. Horrible ending.,NEGATIVE
"Jan 1, 2020",Adam Sandler like youve never seen him before. This movie made you sweat from nervous energy.  Riveting performances throughout.,POSITIVE
"Jan 1, 2020",Good storyline... acting... kept me engages.... would recommend,POSITIVE
"Jan 1, 2020","Movie gave me a headache, but I love Adam in serious roles. I think he is a very talented actor.",NEGATIVE
"Jan 1, 2020","So good. I have a new vote for Best Film of the Year. All the people spreading propaganda hate for Adam Sandler need to be forever banned from Rotten Tomatoes. Do not believe the terrible ratings. If you like drama, high intensity emotions, and understand compulsions even a little, you will be intrigued.",POSITIVE
"Jan 1, 2020",Too loud and too much cussing!  The worst movie I’ve seen in years 😟,NEGATIVE
"Jan 1, 2020","The whole movie was bad. The story was bad, it never when anywhere. Maybe from bad to worse",NEGATIVE
"Jan 1, 2020",Adam Sandler was very good but the movie was horrible. 2+ hours of my life I can t get back,NEGATIVE
"Jan 1, 2020",Didn’t like all the four letters and the “N “ words,NEGATIVE
"Jan 1, 2020","reminded me too much of growing up in a chaotic, loud, drama-steeped family.  I was uncomfortable the whole time, people were walking out.  I stuck it out hoping it would get better.  But it never did.",NEGATIVE
"Jan 1, 2020",Great movie. @ hours of unstopped action conducting bu Asam Sandler,POSITIVE
"Jan 1, 2020","Adam Sandler is incredible in this movie.  Non stop from beginning to end.  Love,Love, Love",POSITIVE
"Jan 1, 2020",Horrible!  Many swear words and too many actors talking at once it gave me a headache.,NEGATIVE
"Jan 1, 2020","Most irritating 2 hrs I've ever spent in a movie theater. Pointless story, zero character development, and horrible synth music that could've been put together by a teenager with a laptop. Worst of all, it'll be celebrated by critics for being ""artsy"" and ""edgy"" when, in reality, it's just weird nonsense spewed out of the butts of some entitled frat bro film school grads who think it's ""deep"" when it's really, really not.",NEGATIVE
"Jan 1, 2020",It was horrible -  no real plot.  Very stereotypical!  Horrible ending -  very loud and obnoxious,NEGATIVE
"Jan 1, 2020",Not the greatest story although Adam was good,NEGATIVE
"Dec 31, 2019","Not a formulaic plotline, very convincing story and portrayals, I was looking forward to seeing another Adam Sandler film ever since seeing ""Punch Drunk Love"" recently for the first time and ""Uncut Gems"" was even better (and much different).  Very big Adam Sandler fan now.",POSITIVE
"Dec 31, 2019",Different kind of animal and I would be shocked if Sandler wasnt nominated,POSITIVE
"Dec 31, 2019",The movie makes 0 sense. It’s long and boring. Adam Sandler of course did good but the story just sucked. Nothing made sense.,NEGATIVE
"Dec 31, 2019",Impressed with Adam Sandler,NEUTRAL
"Dec 31, 2019",Far too much cursing.,NEUTRAL
"Dec 31, 2019",This movie is anxiety-ridden from the start and never lets up but a great ride and definitely sticks with you.,POSITIVE
"Dec 31, 2019","This movie seemed like a LOONG nothing happen scene. There were a lot of irrelevant, unecessary scenes to it that did nothing but add to the confusion.",NEGATIVE
"Dec 31, 2019","Adam Sandler was excellent. The story was tragic, with no let up, or relief. It was too uncomfortable to watch.",NEUTRAL
"Dec 31, 2019",fast from start to finish,POSITIVE
"Dec 31, 2019",Not much of a story .  The movie was just busy. A lot yelling about trying to sell /auction off a stone with gems in order to settle gambling debt.,NEGATIVE
"Dec 31, 2019","Everyone is bitching about the language??? Really? Have you seen a film like good fellas? Yeah this is how some real folks talk! I am a diamond dealer in the district, and this is how some of theses guys act, language wise, and fast paced deals too! Good movie would of liked more focus on gem stone dealings over unpaid bookie bets! Overall good flic! And seeing Adam Sandler play this role was refreshing!!!",POSITIVE
"Dec 31, 2019",Full of action and suspense most definitely a must see!,POSITIVE
"Dec 31, 2019",Adam Sandler had a great performance in this movie. Great feature film debut by Julia Fox. Story kept me intrigued the whole time.,POSITIVE
"Dec 31, 2019",No stars. This is one of the worst movies I have ever seen. The continuous shouting and dizzying camera work accompanied tedious characters. The irritating result is not worth ones time or money. UNWATCHABLE...I walked out.,NEGATIVE
"Dec 31, 2019",Uncomfortable watching a 2 hour train wreck.  Loud and not of much value.  Im a Sandler fan.  But not a great story. I was happy it ended.,NEGATIVE
"Dec 31, 2019",Disliked all swearing but guess it goes with the story    Have no idea what a colonoscopy had to do with anything in this movie.,NEUTRAL
"Dec 31, 2019",Excellent film. Adam Sandler was incredible in this  serious role.,POSITIVE
"Dec 31, 2019","We left the movie after about 35 minutes.  Although the  potential for a story was there, the actors constant yelling and swearing were too much for us.",NEGATIVE
"Dec 31, 2019",Adrenaline rush through the whole movie. Sandlers at his best in this,POSITIVE
"Dec 31, 2019",Horrible story line. Ready to leave fifteen minutes into the movie.,NEGATIVE
"Dec 30, 2019",Obnoxious and unbearable to watch! No better than a student film.  Sad! The story people wanted to watch had potential...but instead we all got ripped off!,NEGATIVE
"Dec 30, 2019",Sandler was amazing and the highlight. Script itself was very lacking. None of the characters were likeable and every decision Sandler made made me wanna smack him. Non stop diggig himself into deeper holes.,NEGATIVE
"Dec 30, 2019",If Adam Sandler doesnt win awards for this film its all rigged!  He was amazing and the movie was amazing.  First movie in a loooonnnggg time that had me on the edge of my seat throughout the whole film!  A+ film,POSITIVE
"Dec 30, 2019",I created an account on this website just so I could try and help bump the audience score up a bit.,POSITIVE
"Dec 30, 2019",this was an incredibly stressful movie to watch! ,POSITIVE
"Dec 30, 2019",Movie wasn't what I thought it was. Still not sure of the meaning.,NEGATIVE
"Dec 30, 2019","This was a very intelligent movie requiring the viewer to immerse themselves into a culture, a mindset, and characters at every moment. Adam Sandler delivers an amazing performance proven yet again why he is one of my favorite actors.",POSITIVE
"Dec 30, 2019","Amazing movie, really makes you involved in the story. Adam Sandler really sold his act.",POSITIVE
"Dec 30, 2019",Boring as hell up until the end. Watching Adam Sandler’s character run around trying to manage multiple debts was a drag. Sucks that the highlight was Kevin Garnets acting.,NEGATIVE
"Dec 30, 2019","is frantic, great effort by Sandler. He gives his best but ends up been unidirectional. The music in some moments eclipse the characters journey.",NEUTRAL
"Dec 30, 2019",they should provide 1 hour of therapist and massage after watching this movie... it stresses you every minute of it. non stop bad decisions.  but if you dont fall in love with his lover character you aren't human.,POSITIVE
"Dec 30, 2019",Waste of time. No character development. No substance. Cringe for the sake of cringe.,NEGATIVE
"Dec 30, 2019","Liked it. Didn't love it. This movie was too stressful. I almost walked out but powered through since I was with a group of friends.

One of my buddies bounced because the movie gave her headache.

Wouldn't put this in my top 10. A bit too long for the story they're telling. Satisfying ending.",NEGATIVE
"Dec 30, 2019",Best serious role of Adam Sandler. The movie kept me entertained from beginning to end. An absolute must see.,POSITIVE
"Dec 30, 2019","Uncut gems is a roller coaster of a movie in the best possible way. Adam Sandler give a career redefining performance, and KG's acting is on par with his 2004 MVP season.",POSITIVE
"Dec 30, 2019","This movie is amazingly put together led on a ride by Adam Sandler's character Howard. A man who knows no bounds when it comes to gambling his money, relationships, and his own life. Mesmerizing and intense. Safdie brothers and everyone involved in this have made something great.",POSITIVE
"Dec 30, 2019",Sandlers best performance ever 10/10,POSITIVE
"Dec 30, 2019",Sandler plays one of the most stressful characters I’ve ever seen and nails it. Chaotic movie in the best way possible ,POSITIVE
"Dec 30, 2019",Language atrocious!  Story line nearly impossible to follow. Liked that Idina Menzel was cast as Dinah.,NEGATIVE
"Dec 30, 2019","Adam Sandler robbed me of a good christmas day and $13.50. 2 hours of yelling without a single oscar worthy performance in sight, with Kevin Garnett proving that he should never act again. ",NEGATIVE
"Dec 30, 2019",Has to be the worst movie I actually sat through.  Must have said to my hubby this is the worst movie a hundred times.  He is no longer allowed to pick our movie selections.  Nothing but yelling the entire movie.  So agitating.,NEGATIVE
"Dec 30, 2019","I’ve been so excited to see this film for months, and was very disappointed! Though I was impressed with Adam Sandler’s performance, which showed depth of his craft, the movie itself was a sad, lifeless cautionary tale of the dark side of gambling and greed.",NEGATIVE
"Dec 30, 2019",Movie was super intense,POSITIVE
"Dec 30, 2019",This movie would have been so much better if it was 15 minutes long.,NEGATIVE
"Dec 30, 2019",Disappointed...was really hoping for a great movie for a different role for Sandler.  But it could have been told better and been less predictable.,NEGATIVE
"Dec 30, 2019",probably the worst movie I've ever seen,NEGATIVE
"Dec 30, 2019",The movie sucked! The person sitting next to me was obnoxious.,NEGATIVE
"Dec 30, 2019",Very well done albeit sometimes tough to watch... Adam Sandler is Fantastic!,NEUTRAL
"Dec 30, 2019",I love Adam Sandler. But his other dramatic roles before this were better. He is the only reason I came to see it.,NEUTRAL
"Dec 30, 2019","A panic attack of greed, addiction and mania.
Extremely compelling and a window into a unique world.",POSITIVE
"Dec 30, 2019",Very engaging! Shocking end!,POSITIVE
"Dec 30, 2019","Horrible language & I'm not a prude!  Crude, stressful & just a downer!",NEGATIVE
"Dec 30, 2019","What the Hell?
As I exited the theater, shaking my head from side to side, at theater worker observed my disgust and shook his head at me to connote that he agreed.

I have NO idea why Adam Sandler agreed to be in this film, but the beneficiary was the actor Lakeith Stanfield!!!!!

I would Not recommend this film to another, living soul.",NEGATIVE
"Dec 30, 2019","Quite possibly, the worst movie ever made. Zero exaggeration here. Movies are supposed to be an escape from reality -- this movie is nothing but stressful and downright bad. The musical score even worse. Sandler should stick to his feel good comedies and the Safdie brothers should never be allowed to make another movie again. Please please please save your 12 and more importantly, your 2.5 hours of time.",NEGATIVE
"Dec 30, 2019",Yay!   you just won two hours saved by missing this horrible film.   It’s a good movie if you want to test the eject DVD button.,NEGATIVE
"Dec 30, 2019",A little repetitive .,POSITIVE
"Dec 30, 2019","While I was excited to see Adam Sandler in a dramatic role, this movie's plot was so bad, not even he could save it... don't waste your  time or Money",NEGATIVE
"Dec 30, 2019",I want the 2+ hours of my life back,NEGATIVE
"Dec 30, 2019","It was an awesome movie! It was fast paced, a lot of talking, telling so get ready for that! It got intense at times. Edge of your seat! You will walk away like Wow!",POSITIVE
"Dec 30, 2019",Worst movie Ive ever seen! Everything about it was horrible. People constantly talking at once so you cant understand anything theyre saying. Actually mostly yelling! Plot was nonexistent. Bad all around....should have left before it was over. Dont waste your time or money!!,NEGATIVE
"Dec 29, 2019",didn't meet our expectations,NEGATIVE
"Dec 29, 2019",Horrible story about low lives,NEGATIVE
"Dec 29, 2019",Seriously - be prepared to feel major stress and anxiety. The movie has intense scenes and almost manic depiction of the chaos and stress of a gambler. Sandler was great - the movie sets out to make you uncomfortable and it works... not a comedy and not like anything I’ve seen before. I don’t like it but appreciate the art of the film. Not for most,NEUTRAL
"Dec 29, 2019",Great film. Non stop and anxiety inducing. Adam Sandler's performance as Howard was awesome. Making you feel bad for a scumbag of a person.,POSITIVE
"Dec 29, 2019","Loud and annoying, repetitive storyline!  What a waste of an evening!!!!",NEGATIVE
"Dec 29, 2019","Adam Sandler's idea of good acting includes swearing and yelling at the top of his lungs for 2 hours straight. Sandler provide's what is perhaps the worst crying acting i've ever seen in my life. There is no reason to root for this character. I cannot see how any decent person would look at Sandler's character and think, ""oh ya, I really want to see this guy to succeed.""",NEGATIVE
"Dec 29, 2019",If you want to hear two hours and fifteen minutes of loud New York Jews cussing and talking over each other - this is the film for you.  It was really annoying.,NEGATIVE
"Dec 29, 2019",loved the movie hated the music,POSITIVE
"Dec 29, 2019",Slooooow movie without a strong plot...Could've watched this on Nexflix.,NEUTRAL
"Dec 29, 2019","This was one strange, bizarre movie; unlike any Adam Sandler flick I’ve ever seen. ",NEUTRAL
"Dec 29, 2019",Ayo the ending was max,POSITIVE
"Dec 29, 2019","Riveting, non stop. Incredible acting all around.",POSITIVE
"Dec 29, 2019","It was intense, funny n exciting... Adam Sandler played an amazing role.",POSITIVE
"Dec 29, 2019","Way too much foul language , violence ,
Frenetic non-stop problematic lifestyle . 
No redeeming characters . One note plot— just one horrible situation after another .",NEGATIVE
"Dec 29, 2019",This movie was monotonous and repetitious. Just a bunch of profanities and Adam Sandler's character trying to undo one failed scheme with another. I felt so anxious because you knew the scheme of the moment was going to fail.  I just wanted it to be over.,NEGATIVE
"Dec 29, 2019",Adam was good the story line just Sucked! ,NEGATIVE
"Dec 29, 2019",Sucked butt! Can’t believe you Sandler!,NEGATIVE
"Dec 29, 2019","neither of what it had going for it was successful, not a good sports movie and not a good underground crime film.",NEGATIVE
"Dec 29, 2019","Typical gambling and degenerate movie. Everything that can go wrong, goes wrong, per usual! Adam Sandler wasn’t that good, just annoying. Wasn’t very realistic, and too much fluff in the movie. Adam Sandler should stick to comedy and leave the academy awards to the A list actors. This movie had me so excited till I watched it!",NEGATIVE
"Dec 29, 2019",An unrelenting frenetic headache-inducing portrayal  of the utterly pathetic world of compulsive gamblers and their associates. Adam Sandler’s acting was good but there were no redeeming qualities to any of the characters. What a colossal waste of 2 hours of my life. 👎🏻,NEGATIVE
"Dec 28, 2019",Why are so many people complaining about the language in this movie? It is a rated R movie what were you expecting a Disney kids movie? This movie should have a way higher rating than what people are giving it. it is a solid 8 out of 10 but I'm giving it a 5 star to get the rating up. Tons of bad ratings on this by some people who were either misinformed or aren't very smart and didn't know what was in a rated R movie.,POSITIVE
"Dec 28, 2019","A heck of a movie! Excellent! This has it all, suspense, anticipation, fear, complexity, thrill, excitement, etc. Its non-stop kind bending, suspenseful action! I see tons of movies a year, almost all of them, and this is one of the best films of the year. Definitely in my top 10, and lay be in my top 5.",POSITIVE
"Dec 28, 2019","Had to check online to see if this was a true story. Very visceral and raw. I enjoy Sandlers dramatic roles. I totally forgot it was him at times. If you are in a dark and broody mood, this is your movie.",POSITIVE
"Dec 28, 2019","plenty of action.
didn't like the ending, what happened?",POSITIVE
"Dec 28, 2019",Definitely too many plot holes but does make you think and talk about what was left out and what could have been. Way too much language but probably how those type of people would talk. Interesting is the best thing that I can say about this movie.,NEUTRAL
"Dec 28, 2019",Very suspenseful. Overall good movie. ,POSITIVE
"Dec 28, 2019","Insane atmosphere, brilliantly acted, and an ending thatll wow you. Whoever says its bad didnt watch it.",POSITIVE
"Dec 28, 2019",It was very disturbing. Adam Sandler was great but the story was awful and very upsetting.,NEGATIVE
"Dec 28, 2019",I thought it was a stupid and pointless mover. There was no emotional connection with any of the characters and it was pretty pointless and a waste of time. I like Adam Sandler and heard that the movie had gotten good reviews. I dont know who the reviewer was. I shouldve gone to see knives out,NEGATIVE
"Dec 28, 2019",Outstanding performance by Sandler.,POSITIVE
"Dec 28, 2019","Bad language, intense, not a lot of action. Bad storyline,  tough to watch esp during Xmas.",NEGATIVE
"Dec 28, 2019",Adam Sandler is amazing !!,POSITIVE
"Dec 28, 2019",Too violent and they said fuck about 1000 times,NEGATIVE
"Dec 28, 2019","Absolutely the most annoying movie ever, if you enjoy watching people screaming at each other the entire movie, this one's for you",NEGATIVE
"Dec 28, 2019","Too long, too much of the same cycle of lowbrow dialog, scamming, wise guys. Save your time and $",NEGATIVE
"Dec 28, 2019",It was so bad ..a lot of over acting ,NEGATIVE
"Dec 28, 2019","Terrific movie. Adam Sandler gave an award-worthy performance of a degenerate  gambler who just can't help himself.  I don't know or care about basketball, which is a big part of the plot, but there wasn't one second that my thoughts wandered or I looked away from the screen.  My friend who usually dozes off for a few minutes at every movie stayed awake from beginning to end.  Bravo!",POSITIVE
"Dec 28, 2019",Brutal movie of a gambler living life on the edge.,POSITIVE
"Dec 28, 2019",Too long. Plot didn’t have any real structure,NEUTRAL
"Dec 28, 2019",Too confusing moved move scene to scene and got dizziness but still slightly entertaining,NEGATIVE
"Dec 27, 2019",The diamond district has its Modern day Willy Loman at 2nd hour of Good Fellas speed. ,POSITIVE
"Dec 27, 2019","This is an unpleasant movie with only unpleasant characters doing unpleasant things and with a particularly unpleasant ending.  The praise for Adam Sandler's performance is quite overdone, a one trick pony  In addition to being unpleasant, the plot, characters and themes are also uninteresting and false. There is only one honest moment in the movie — when Adam Sandler's wife calls him the most annoying person she's ever known and someone who she does not want to look at or touch. Certainly hearing that one true line did not redeem this otherwise awful film.",NEGATIVE
"Dec 27, 2019",Dark and bizarre. Sandler CAN act! Wow...,POSITIVE
"Dec 27, 2019",More than anything it was annoying.  So much yelling.  2 hours of your life you will never get back. I wanted to like this movie but I just couldn't.  The hype this movie received was not warranted.  Very slow and boring at times the best part was the end.,NEGATIVE
"Dec 27, 2019",Was embarrassingly bad.  With all that hype and positive critics reviews... Really?,NEGATIVE
"Dec 27, 2019",Without the F bomb there would be no dialogue. The plot is disfunctional and Sandlers character is incessantly screaming. Do not see this film!,NEGATIVE
"Dec 27, 2019",I wish it had a different ending,NEUTRAL
"Dec 27, 2019",Way too busy a movie. Wanted to leave after 20 minutes.,NEGATIVE
"Dec 27, 2019",Horrible movie! I should have walked out like others did! I guess I kept hoping it would get better.,NEGATIVE
"Dec 27, 2019","There were some great aspects to the movie, and some not so great. Adam Sandler did great and has come so far from his Billy Madison days! The directors shot the entire movie in such a chaotic way that added a nice depth to the story line. However, the characters are truly horrible people who make it tough to display any sense of sympathy for them. By the the end of the movie, you’re happy the chaos is over and you can leave. ",NEUTRAL
"Dec 27, 2019",Just a boatload of noise! Couldnt wait to leave. So disappointed. Frantic. The music set my teeth on edge.,NEGATIVE
"Dec 27, 2019","On of the worst movies Ive ever seen, Sandler did play an amazing role but everything else was bad. The way the movie was filmed was dizzying. Many parts were too long. Some people just got up and left while others said they had a headache.",NEGATIVE
"Dec 27, 2019","Compelling, insane pace. You feel Howard's desperation & exhilaration.",POSITIVE
"Dec 27, 2019","And all-around bad movie, terrible way to spend a Christmas day",NEGATIVE
"Dec 27, 2019",I loved how the movie kept me on my toes and the unpredictable ending,POSITIVE
"Dec 27, 2019",The language was vile. Repetitive and frantic acting.  Sandler was good. The story was a downer and I would not recommend to anyone,NEGATIVE
"Dec 27, 2019",a powerful compelling film .it portrays the reality of the life of a person afflicted with a terrible addiction.,POSITIVE
"Dec 27, 2019","I know most people liked the film, but just not for me. And I would very much like to know (this is not a spoiler) why John Amos appeared for two seconds  as himself as a tenant in an apartment building. I love him, but why didn't the filmmakers use this talented actor if he was going to be in this film? He had perhaps five words of dialogue!",NEGATIVE
"Dec 27, 2019","If you don’t know, the movie is supposed to stress you out. Do your research on these directors. They did a great job. Your 1star reviewers just complain all the time like; mike who cheese hairy.",POSITIVE
"Dec 27, 2019",This movie was awful!   Got up and walked out after an hour and 15 minutes.  It was like watching someone having a psychotic breakdown.  Kept hoping it would get better but did not.  After we left we noticed a few other people come out after us.,NEGATIVE
