Date,Review,Score
/profiles/ZOlun1fKnsm2SaeTNbiXlf0QsDy,"""Save me Mad Martigan!"" 

Dwarves, Brownies, armies transforming into pigs, racing down icey mountain slopes riding shields, carriage chases through the forest, three headed dragons, an evil socreress, and the smallest wizard to ever wield a wand. W...(read more)illow is George Lucas and Ron Howard's fantasy epic, that was pretty good in the 80's and not too bad now. Certain movies are impossible to view without kind of rose colored glasses, and this is one of those. Death to you all, five stars.",NEUTRAL
/profiles/wLAu6KSmjTxGSLwsMRhvDFoaIVZ,Classic even if classic even it has Tom Criuse,NEUTRAL
/profiles/AlZi6yuGNSkQHp6S60IYrIKpuay,"alright, so it's dumb and cheesy. I still enjoy the hell out of it",NEUTRAL
/profiles/x9juVBfOqsNmsrBTyWsw9IWKHjG,"""Don't drink the milk it is for the baby""",NEUTRAL
/profiles/V1ZHmwuM1fLYu24Cz6FXgFkMuoY,Freaking Great Movie!,NEUTRAL
/profiles/x9juVBfOqsNwHr0iyJSw8TW2fjG,I love this frickin' movie. Warwick Davis = WIN,NEUTRAL
/profiles/DGJIBYunGi2NsDlIzOHv6HjqiL9,"liked it when i saw it in theaters...but i was 7, give me a break!",NEUTRAL
/profiles/x9XIVBfOKSNLTrdSyVfwpsWKHjl,"campy,,,,,,,,,but ok",NEUTRAL
/profiles/9XwIBnIMVs1afwLSqVTGYhbdT8g,"Really, REALLY good. Some parts are not for younger veiwers but Its a family favourite. I remember when I was five my mom would put it in and fast forward past the begining to when the baby was found and I would watch till the got to the tavern, hen mom would turn it off and wait till I was asleep to watch the rest.",NEUTRAL
/profiles/KKvukKfKPH6efg1u84F9vFkgi4R,Which finger would you have picked?,NEUTRAL
/profiles/wLAu6DfmKHxguLZTM2IvwSoVFVp,my best theater memory when i was a child with my friend julien,NEUTRAL
/profiles/ejzIyDuGvixJiqafGQugVfw1SXa,creeped me out but the last time i saw it i was a little kid so im not sure if my judgement is a good one,NEUTRAL
/profiles/wLAu6DfmKHxGSLZTM2IvafoVFVe,très émouvant comme film.,NEUTRAL
/profiles/ej0uypfG0Hx6hq0IGYTgDSwnhXW,"This is my all time favorite movie, good action, ace storyline and the movie that inspired me to live on",NEUTRAL
/profiles/JBDuqvHvGi4OhVPiKGi4jIADfbZ,Score de mon enfance.Je trouve ça mauvais maintenant que je suis vieux.,NEUTRAL
/profiles/GPdI04sKjSenF8ziwnTMpSKZheD,i don't love her i hate her.......don't i?,NEUTRAL
/profiles/ornuD8SJDh94iNkTeAIaXuZXi6K,Hands down my favorite film growing up. I use to watch it again & again...,NEUTRAL
/profiles/9XluBzSMJT1VcwDIqaHGmTbwI8Z,"A midget saving mankind, that unheard of.",NEUTRAL
/profiles/DGJIBYunkH2YiDgHzOHvAujJHLk,"amazing, amazing movie. a personal favorite.",NEUTRAL
/profiles/bJKuazSl0sM6HBJhG1TvWI0Osbk,Warwick Davis' ewok rolesssssssss,NEUTRAL
/profiles/BQJIKkFezigPfrXF9rhAgu1lhVK,Classic. One of the best fantasy movies ever made.,NEUTRAL
/profiles/NXKuW4SkoFmvuoruZKFdMuqjhb8,"Le tout premier film d'hÃ©roÃ¯c fantasy que j'ai vu, un chef d'Åuvre pour l'Ã©poque",NEUTRAL
/profiles/YkluGeS9qf20HgJFPAfDph1jH6N,"Willow is one of my favorite movies, and one of the first movies i remember watching. ""I stole the baby from the stupid dikeeny while he was taking a peepee""..lmbo",NEUTRAL
/profiles/ej0uyXSG6uxbTq6iGNHgJFweHXV,Perfect one! Val Kilmer .... I love you! Lol :p,NEUTRAL
/profiles/nxyIDeupYTG1uwOTazioATdQHAb,Alright. Where do all these evil queens come from?,NEUTRAL
/profiles/1KXueRSxWSpBIxbi6zId9h2diQz,"One of the best Fantasy movies in this lifetime, Ron Howard hit the nail on the head!!",NEUTRAL
/profiles/1KaIeAuxVTpAixOu6Psdjf2diQz,"Great '80's fantasy film.  Not as good as Labyrinth, but better than Legend",NEUTRAL
/profiles/m8XuDzSbLSagI8NHdNSQxFBdiVw,"This is the movie that made me fall into loving these sorts of movies! I think I just watched with wide eyes and was just lost. That was when I was little, as an adult I enjoy it even more.",NEUTRAL
/profiles/dQRuejSm8FLVFzqhD0FkefXmiK8,Why? Why was this movie made? I thought about it and I got nothing. Just like I got nothing out of the movie itself. This movie does not get the honor of me saying what is bad about it. Instead all I will say is...bad. Very bad. In general.,NEUTRAL
/profiles/orRIDeFJZH9RTNyue2SawIZ2f6W,Still quite good after 20 years.,NEUTRAL
/profiles/x9juV8SO6FNvfrdSyAHwQHWKHjb,Wow!! There's a classic!,NEUTRAL
/profiles/zWju4mSR6fjyf6RSJgSWzTNPSmZ,i love this movie!!!!!!!!!!!!,NEUTRAL
/profiles/WYlu8vHD9uGOI9yuW4I8aHRrhGK,Regardless of the comparisons in storyline it's still a fun family friendly flick.,NEUTRAL
/profiles/ejzIyPFGvix4sqQsG8fgPTwnhXV,lotr rip-off eller vad?,NEUTRAL
/profiles/wLAu6KSm0IxRfLYhMRhvlho1hVz,quite possibly my favorite movie of all time right up there with Empire.  Madmartigan is the only man who could ever compete with Han Solo on a level of bad-assness.  This movie is what made me want to make movies.,NEUTRAL
/profiles/YkluGdf9KH20Hg8fPLTDdu1vi6N,Another great fantasy film!,NEUTRAL
/profiles/WYlu8bSDXTGYh9wiWdF8JhRDsG0,"Don't I know you? I stole the baby from you, Dikini, while you were taking a pee-pee!! I LOVE this movie!!",NEUTRAL
/profiles/1KaIePFxLipDsxbi6NTdXI2ZuQA,An intriguing beginning and engaging ending is completely undermined by a boring middle.,NEUTRAL
/profiles/GPdI04sKxhe8H8KuwehMAHKNFeR,A fav  since childhood! I just wish that Lucas would consider making movies for the three sequel books he made after. Such great literature!,NEUTRAL
/profiles/LrMuxASloTP8FYruJYINbuoMfvZ,love this movie.. willow has played every badass dwarf..,NEUTRAL
/profiles/ornuDYHJDh9eHN4heDHaKFZru6e,"Willow (1988) -- [8.0] -- George Lucas produces and Ron Howard directs this fantasy adventure about an unlikely band of heroes who protect a  prophetic baby against an evil queen who seeks to destroy them all.  ""Willow"" is its producer's baby and has a lot in common with the ""Star Wars"" movies.  It's characters are broadly drawn, the drama never scrapes below surface level, and it's full of visual effects and action set-pieces.  It borrows liberally from Tolkien, Joseph Campbell, and even The Bible, but it's not a piecemeal effort.  ""Willow"" creates a compelling and cogent fantasy world that I enjoy returning to every now and then.  It may not be an ideal showcase for acting talent, but Val Kilmer is certainly charismatic in the role of the rogue swordsman, Madmartigan.  Jean Marsh also delivers a memorably wicked performance as Queen Bavmorda.  What I enjoy most about ""Willow"" is its aesthetics, from Adrian Biddle's color-saturated cinematography and conceptual designs by Moebius, to James Horner's rousing music and ILM's visual effects.  On a historical timeline, ""Willow"" bridges the gap between the height of old school special effects and the dawn of the digital era.  It was one of the last movie to feature optical effects, hand-painted matte backgrounds, and stop-motion animation on such a grand scale, while also introducing one of the earliest forms of computer generated imagery (morphing) to the public.  ""Willow"" is a gorgeous film and a fun ride, and whenever I rewatch it, I'm fourteen again.",NEUTRAL
/profiles/qAWuO6spVulzIRGfzvT9LfkPfzp,"I must have been 10 when I saw this one...
and I was really amazed!! I dont know if I would still be now, but...",NEUTRAL
/profiles/2dNuWASZAFnQh9XIeVHgMF1msxO,i love this movie! i've seen it exactly 84 times!,NEUTRAL
/profiles/2dNuWASZAFn0T9YuemTgvS18hxJ,Mon enfance donc notation partial...,NEUTRAL
/profiles/WYlu8bSDXTGgu9GIWXh8nfRYHGQ,Brilliant film from the 80's. Val Kilmers character is hilarious and so are a group of characters called Brownies. Classic 80's so the effects are very dated but its still a great laugh to watch,NEUTRAL
/profiles/AlqI60FGeikQHpXs6NTYrIKDIar,i absolutely love this movie.,NEUTRAL
/profiles/YkluGzs9rT2pugDHPlhDph1mS68,Forgettable little fantasy that borrows so heavily from LOTR that it forgets it is trying to be an original film. Nothing here we haven't seen before or since.,NEUTRAL
/profiles/BQJIKkFeXfgwur6h9gFARS1lhV1,who can forget this ? OMG I haven't seen this one in a long time,NEUTRAL
/profiles/LrMuxASlwIPMhY2SJkhNBFomFv9,"The last movie to watch as I graduated from an ORBS, on the day of my graduation, actually. I was floored that Ron Howard did this movie.",NEUTRAL
/profiles/RkVuJXSlxuY2HnyT4QuQkTB8FAv,One of my favorite films of all time.  Great movie that reminds me of my childhood.  I sill watch it to this day.,NEUTRAL
/profiles/AlJu6DSGwFk1fp6S6lSY8SKpuag,My absolute favorite movie!,NEUTRAL
/profiles/kODId8FqPuJ4IoNSbMsxVFQLFDV,"Back when family movies were good, and actually scary. Willow is a dude. And his stick is cool. Yes a cool stick.....now go see it!",NEUTRAL
/profiles/1KXueRSxjIplfx6h6rHdZF2puQV,Ground breaking special effects for it's time.  Excellent movie.  Adventure for the whole family,NEUTRAL
/profiles/0xpImWuAyIZXInrhpkI61u4xieX,"haven't watched it since i was little, i loved it back then!!! whoa! val kilmer was in this? really?!?",NEUTRAL
/profiles/ornuD8SJgu9RTNLieKiavTZGs6e,grew up loving the hell outta this movie,NEUTRAL
/profiles/AlJu6DSGyTkbFpXs64iYGhKbHa6,Fantasy movie. Funny.Liked it.,NEUTRAL
/profiles/nxyIDeupRhGPiwOTaeIoOsdMSAr,Great 80s fantasy film stuff. Check out Val Kilmer man,NEUTRAL
/profiles/RkwIJ6Fl6SYyFnyT4DTQkTBWhAd,"Great when you're eight. Watched it again recently, and it turns out it was shit all along.",NEUTRAL
/profiles/YkRIGKu9wh2Msg8fPViDdu1jH64,"saw this at the movies when it came out back in the 80's, watched it now and it still was good, the little people are very cute, and so was val kilmer mmmm (very hot in this film)",NEUTRAL
/profiles/ap6Ir2FyKSKOsrxHJ4SzPiPpi2z,Dykini babies will enjoy this film,NEUTRAL
/profiles/WYlu8bSD9uGgu9MhWRH8riRBFG8,"Willow: See this acorn? I'll throw it at you and turn you to stone! Madmartigan: Ooh, I'm really scared. No! Don't! There's a- a peck here with an acorn pointed at me! A fun movie. Plays like a greatest hits collection of other fantasy movies, made better from the whole thing not taking itself too seriously, and of course Val Kilmer, the fantastic score from James Horner, and some effects that still hold up pretty well today all help in making this a fun childhood style classic. From a story by George Lucas and directed by Ron Howard, short actor Warwick Davis, who is known mainly as either the lead Ewok or the Leprechaun, stars as Willow, a young dwarf who is tasked with finding the proper place for an abandoned child. This leads to an epic quest of course, full of magic, swordplay, monsters, and romance. As mentioned, the story is not exactly original, Lucas himself originally wanted to adapt the Hobbit, but couldn't get the rights, but its made up for by its charming nature...and Val Kilmer. Kilmer really does do a great job in this movie. He is funny but also good as a confident hero. Davis is equally good, working outside the constraints of a creature costume. Its a very enjoyable movie, even if it may seem corny at times. Madmartigan: What the hell happened up there? Willow: You started spouting poetry. ""I love you Sorsha! I worship you Sorsha!"" You almost got us killed! Madmartigan: ""I love you Sorsha?"" I don't love her, she kicked me in the face! I hate her... Don't I?",NEUTRAL
/profiles/GPDu0MFKluemu8NTwnTMliKpfeD,Movie scared me as a kid. I will still not watch this movie to this day.,NEUTRAL
/profiles/GPDu0MFKxhemu8NTwehMAHK0se8,A wonderful Med-Evil Fantasy Movie.,NEUTRAL
/profiles/kOrudPSqPuJKuoqubzuxVFQefDb,Everyone can be magical... they just have to believe!,NEUTRAL
/profiles/LrJIxJFlaSP8FYDiJQuNbuoPuvo,WEEEEELOOOOOW..YOU EEEEEEDIOT!,NEUTRAL
/profiles/yr2IYZFjKTKkTzduPGIqPTAPijq,"This is a Classic people. Let me tell you....
Val and his missus join up with Willow for a great adventure...",NEUTRAL
/profiles/9XwIBNuMVs1afwvhqliGoibRu8A,"I watched it in math class, and I'm pretty sure I fell asleep",NEUTRAL
/profiles/zWju4mSRphjei6KfJPhWwHNkimA,I loved the movie.One that I would watch over and over again.,NEUTRAL
/profiles/orRIDduJYS9DfN4he8uakfZ1S6X,"A well-done fantasy film in the same vien as Legend. Warwick Davis does a fantastic job as the reluctant hero, and the supporting cast is top-notch. Definately worth a viewing. It's a shame Lucus doesn't make films like this anymore.",NEUTRAL
/profiles/80JSlaSwLuNpTMbF6AFzoudXIeB,"Some of my very early memories as a kid were parts of this movie! Its so fun and nostalgic to watch it again, and it never looses its magic, no matter how many times you see it! fun movie!",NEUTRAL
/profiles/wLAu6YsmwixRfLRSM2IvDFoOSVL,"Great movie. Madmartigan is the greatest swordsman who ever lived, and my personal hero. Using the word 'awesome' to describe Madmartigan's skills and blazing hotness (love the long dark hair) is a grand understatement.",NEUTRAL
/profiles/YkRIGKu9oS2pug6sPAfDph1Of6k,"A classic movie from my youth that I still LOVE to watch. Madmartigan is my hero, he is beyond awesome, and looks really nice. The Brownies crack me up, the action and the magic of it are great.",NEUTRAL
/profiles/9XwIBPFMVs1LFwZTqmuGZSbVf8B,"I enjoyed this a lot more when I was younger, that being said pretty imaginative film.",NEUTRAL
/profiles/M4qcDBHKyspnSDRSrPHbqTjLfXD,"Another childhood favourite.
Those pig/dogs used to give me nightmares though...",NEUTRAL
/profiles/bJXIaYul1iM6HBXSG1TvRH0Zhba,"A guilty pleasure.  It's pretty horrible, but darned if I don't like it.",NEUTRAL
/profiles/JBDuqvHvmH49fVPiKVs40uADfbz,"Watching the movie as an adult proves to be far different than from seeing it in my childhood. Willow is a mixed bag of different movie venues and audience reactions, ranging from originality to predictability, from exciting to downright weird. The fantasy land created in Willow lives up to the expectations of the genre, and even goes a bit further. The story is a bit befuddled, but paying attention to its flaws takes away from the fun and excitement it has in spinning its tale. The special effects are dazzling without being jaw-dropping, and the action is intense without being gratuitous.",NEUTRAL
/profiles/qAWuOWSp4hlASRGfzOf9qhkxIzK,One of my fav movies.,NEUTRAL
/profiles/qAkIOBFp9flosRLszku9xsknhzl,What a film! I loved this as a kid : ),NEUTRAL
/profiles/m8WSDwTbmsagI8ZsdkFQwIBASVw,"not a bad movie, but not a great one either. Good settings and characters but the acting isnt all that great",NEUTRAL
/profiles/9XluBgsMRS1AuwLSqliGoibRu8d,"Before I read the lord of the Rings, and the Hobbit, I saw a show by George Lucas on hobbits who have to be saved from this evil queen in the fantasy world, yadda too yaddas, movie of the week shit. 

That's the simple run-down.  However, there is some redeeming quality to this fantasy fare, because George Lucas really doesn't have any problems with borrowing certain concepts, and then creatively enhancing them, putting in the right actors, or making cinematic visions that sometimes work.  

They got a fiesty fighting red-head babe, and you have to love Val Kilmer, because he can play cool, and he can act really whiny and pissed off ,and he is perfect as Mad Martagen, the disgraced, but talented fighter, who will aid in the rescue of whatever the hell the name of this fantasy land is.  Eternia? Narnia.  Fantasia? Oh, well, there's something for once I did forget.

  There's a really funny scene where Val Kilmer as Mad Martagain is in a death cage, and this dude named Eric, who is leading a golden army, with a thick beard says, ""You were a good fighter once, but now you rot in that cage"", and then Kilmer calls the midget a ""peck"".  There's a cross-eyed midget wizard who gives Willow these beans that turn people into stone.  

 But we've seen this before, remember ""Medusa"".  Maybe it's nuts, not beans, but anyhow, it reminds me of watching a movie of the Texas Renaissance Festival, with all the freaks and crazy people that go there sometimes.",NEUTRAL
/profiles/RkwIJ6FlYFYRhn4s4AiQAHBruA6,Awesome! The comics were even better.,NEUTRAL
/profiles/KKJIkLuKnT6efgeI80T91IkDH4g,I love this movie.  If you haven't seen Willow...you aren't a man.,NEUTRAL
/profiles/DG2uBxsn2T2nCDZfzOHvJSjwsLK,"One of few good oldschools fantasies. Together with The Legend and Neverending Story the best we can see. From little dwarf, little even on dwarvish conditions:), Willow becomes a great wizard and plays important role in saving all good beings in the world.",NEUTRAL
/profiles/ornuD8SJMI9gFNLie2Sa2hZmh6K,This was a childhood favorite and one of my inspirations to play D&D. lol,NEUTRAL
/profiles/KKJIkaFKaI6QsgrS8ai9aukdh4R,i still love it. kilmer is wonderful.,NEUTRAL
/profiles/ej0uyXSGWhxKIqeSGQugPTw1SXY,i love this movie. oh man. its been too long since i saw it last.,NEUTRAL
/profiles/nxNuDASpkHGpTwRSazioyudGFA8,"Val Kilmer is great in this movie, esp. with the sword.",NEUTRAL
/profiles/WYJI8OuDOiG9T9ofW1T8riRgIGK,"you cant be born in the eighties and not love this film, one of the first films I can remember seeing, willow is awesome nuff said!!",NEUTRAL
/profiles/GPDu0MFKvieQf8eswkFMdhKZhea,great movie. saw it hundreds of times,NEUTRAL
/profiles/ornuD8SJMI9gFN1fe2SaKFZGs6W,top notch baby acting.,NEUTRAL
/profiles/qAWuOWSp9flASR0SzvT9NTkRFzl,This is a really fun movie to watch.  Its a great family movie and its even fun to watch as an adult.,NEUTRAL
/profiles/WYJI8OuDPSGYh9XFW6s8nfRnTG2,"one of the best movies ever.
'I STOLE A BABY!' =)",NEUTRAL
/profiles/RkwIJvul6SYMIn2i4AiQBiB8FA4,"Whoa.  I love this movie.  Although that weirdo two headed monster is suuuuper creepy and what kind of skull does that dude have on his face, anyway!?  Apart from these two pieces of weirdness, this move is fantasy kick assness at it's best.  Not Lord of the Rings best, but still.. f'n RAW!!

AND, there could be a kick ass drinking game based on Val Kilmer's funny faces in this movie... wait.. better not.. you'd die inside of an hour if you played that game... never mind...",NEUTRAL
/profiles/lxBfYKTg4SqnsvGfjws8OSPJiok,from what i remeber i enjoyed it years back.,NEUTRAL
/profiles/AlJu6LHGjhkospXs6AFY2HKOFa4,saw it years ago. probably wouldn't watch it again.,NEUTRAL
/profiles/nxNuDASpziG2FwVHaJFoATdeiAv,"Una buena pelicula de fantasia. Se nota que de cierta manera esta basada sobre los libros del SeÃ±or De Los Anillos, con la cual guarda cierta semejanza. De todas maneras bien dirigida, muy entretenido. Vale la pena",NEUTRAL
/profiles/r8KuOBSA6iGmudmFqzFVYIGXuZl,"Liked this one then, never seen it again.",NEUTRAL
/profiles/DG2uB9SnGi2AHD9TzVSvAujqiLl,"""Save me Mad Martigan!""

Dwarves, Brownies, armies transforming into pigs, racing down icey mountain slopes riding shields, carriage chases through the forest, three headed dragons, an evil socreress, and the smallest wizard to ever wield a wand. Willow is George Lucas and Ron Howard's fantasy epic, that was pretty good in the 80's and not too bad now. Certain movies are impossible to view without kind of rose colored glasses, and this is one of those. Death to you all, five stars.",NEUTRAL
/profiles/9XwIBPFM6f1VcwZTqaHGZSbjs8X,very nice all around,NEUTRAL
/profiles/aplurgSynHKVIrwIJaHzVSPaH24,wonderful film highly recommend for any fantasy fans,NEUTRAL
/profiles/WYlu8bSDwIGDS9nsWMS8eIRBFGe,"I remember watching this when i was little and i loved it, but i havent seen it for a very long time, but i do recomend it",NEUTRAL
/profiles/KKJIkaFKjf6DugrS80T94HkBu42,AMAZING. Midgets are so adorable haha.,NEUTRAL
/profiles/1KaIePFxnhpDsx6h6rHdjf2ZuQz,Creepy movie! The scene the witch turns everyone into pigs scarred me as a child.,NEUTRAL
/profiles/YkluGeS9oS2QtgOiPyIDjT1jH6k,"""Elzabel!...AHH!...(Willow grabs wrist) OW!""...humorous only to some.",NEUTRAL
/profiles/JBDuq4Svyh4OhVwHKGi4vfADfbG,"oo, seen alot of this quite awhile ago. hes so cute!",NEUTRAL
/profiles/WYJI8OuDxfGJf9AHWeu8eIRrhGW,Lol - I have nice memories from this one ;),NEUTRAL
/profiles/9XluBzSM6f1rSwNuqxhGmTbVf80,"One of my childhood favorites, still holds up very nicely.",NEUTRAL
/profiles/kOrudPSqQhJnFoAibpFxLiQpTD1,Ron Howard's Herculean efforts and comedic sensibilities save this film from total obscurity,NEUTRAL
/profiles/1KaIePFxVTpMTx6h6pidjf2NTQV,I WAS 6 OR 7 WHEN IT CAME OUT BUT LOVED IT,NEUTRAL
/profiles/ej0uyXSGvix2fqLhG8fgDSwXuXV,"Pas de quoi se relever la nuit, mais moi, j'aime bien. C'est sur que les effets speciaux, ou plutot les trucages, ont tres mal vieilli compare a un seigneur des anneaux, mais c'est ce qui fait tout le charme  de nos vieux nanars...",NEUTRAL
/profiles/AlJu6DSGqfkyIpOh6qhYbsKrTaQ,One of my favorite movies with dwarves.,NEUTRAL
/profiles/m8AIDJFbZfagI89SdZHQeHBZuVB,"This movie was crappy. I usually like fantasy movies, too. But I was generally annoyed by this movie.",NEUTRAL
/profiles/1KXueRSxnhplfxOu6PsdVT2ZuQG,val kilmer is hot.loved this,NEUTRAL
/profiles/RkVuJXSlvhYMIn4s4QuQBiBGIA6,"1/2 saw it didn't like it & would never see again
1=would see it again if there was nothing else to do
3=liked
4-5=loved and then some",NEUTRAL
/profiles/2dNuWASZYinkF94HeRFgMF14TxA,"This was the first fantasy movie I ever saw with a midget as the hero,but it really worked.And not only that,there were a few times in the movie I just absolutely lost it,it was that funny!",NEUTRAL
/profiles/QDGs68imkH0espQsvOiXOfLJi69,Val Kilmer and midgets. Awesome!,NEUTRAL
/profiles/AlJu6DSG0HkNhpzI6BHYbsKpua8,val kilmer's 2nd best performance,NEUTRAL
/profiles/42KHVKSkAsLnuXNHxbSXKHLQuP4,My favorite movie ever.  It does right what Lord of the Rings did wrong.  It captures that amazing sense of adventure.  LOTR was a boring plodding docudrama,NEUTRAL
/profiles/bJKuaNHl1iMQSBWFGesvzs0oSbZ,this is unbelievably bad,NEUTRAL
/profiles/DG2uBxsnWS2pcDRhzVSvJSj9SLa,Still an excellent movie after 20 years (what did you expect; George Lucas wrote it). Fun for the whole family.,NEUTRAL
/profiles/nxyIDASpLIG6fwOTaPToATdXfAz,another movie I can watch forever,NEUTRAL
/profiles/9XluBzSMJT1DUwvhqgSGvubjs8A,"Ron Howard had help from Lucas on this one, and it shows.",NEUTRAL
/profiles/DG2uBoHnGi2NsDnFzVSvgsjKhL9,"I just re-discovered this movie, and I love it just as much as I used to!",NEUTRAL
/profiles/lx6uYRSgjhqRHvnHjgH8OSPvIor,I absolutely love this movie..... it has it all...lol   Andrea:),NEUTRAL
/profiles/dQgIelumAiL6fz2HDzIkqiXpuKw,"I loved this movie as a child. Yeah ok, I still love it.  Val Kilmer was pretty smokin' hot (I never say this really) with the long hair.  It is a lovely fantasy world really.  You should watch it...and appreciate it.",NEUTRAL
/profiles/m8AID6ubVTaof86hdZHQbsBZuV4,"The well done fantasy movie, a rare thing especially for that time period. It has good action, good humor and, most importantly, a good story. It's a shame the books are so horrible.",NEUTRAL
/profiles/WYlu8vHDVFGgu9JSW6s8riRgIGQ,"Grew up watching this one, before I knew hobbits existed, my favourite little hero was Willow.",NEUTRAL
/profiles/m8XuDzSbVTaof8Gid9hQZiBdiVB,I could care less what the critic's had to say about this movie most are just puppets for the right price.  I loved this movie as a kid...and was very happy when it came back out on dvd.  I watch it a lot one of my fav's.,NEUTRAL
/profiles/JBDuqvHvgT40SVKSKQT4pFAWTbZ,I wonder how many of my friends even know of this movie. I'm old.,NEUTRAL
/profiles/ejAiyQHGvix6hqmuG4Igvuw1SXa,all time favorite of mine from my childhood.  I watched this movie repeatedly.  It was the only thing my mom would put on to make me sit down lol,NEUTRAL
/profiles/zW2I4xCReHjgh6AhJwfWNsN4fm4,it was so good.  i used to watch in awe as a child.,NEUTRAL
/profiles/AlqI6ztGBskgTp6S6gfY2HKpua6,This is a classic.  I watched Willow constantly as a kid.  It was basically one of my first fantasy filmed and one of the first films I recall being picked out and watched with my father~,NEUTRAL
/profiles/WYJI8euDXTGJf9MhWaf8JhRyfG0,"this is one of the most funny, classic, heartfilled, and fastastic movie. you feel right at home when you watch this movie, it just remindes you of your childhood. awsome movie love it.",NEUTRAL
/profiles/YkluGeS9rT2Qtg8fP1sDlS1vi6n,land of the pecks! love it,NEUTRAL
/profiles/2dNuWASZoSn9u9yie6hgah1Luxo,I love Willow.  One of my favorite movies.  Val Kilmer was awesome in this one.,NEUTRAL
/profiles/wL6I6etmwixRfLdIMaivDFo0HVG,Watching it for the first time in about 15 years and it was great :),NEUTRAL
/profiles/m8AIDbfbLSaJF89SdWuQ6SBMfVB,I love this movie been watching it ever since I was little,NEUTRAL
/profiles/wLAu6YsmwixGSLZTMaivafoJuVD,very good in its day. this movie's plot and the lord of the rings's plot are pretty similar,NEUTRAL
/profiles/wL6I6gFmlfxaILBFMRhvnsojsVp,Dis movie stole da babeh from me.,NEUTRAL
/profiles/DG2uBxsn2T2AHD9TzVSveTjwsLk,This is the greatest movie ever!,NEUTRAL
/profiles/BQJIKDiezigwuroi9gFAoI1ZIV1,this movie is really cute,NEUTRAL
/profiles/wL6I6gFmeSx8HLZTMaivlhoJuVZ,THIS  A GOOD FAIRY  TALE FILM  PG FILM,NEUTRAL
/profiles/nxNuDASpziGrIw0haBfoOsd4uAM,The beginning to all fantasy films. My favorite movie and to this day I can still sit down and watch it as if it were my first time.,NEUTRAL
/profiles/ZOlunbSKLSmwuawHNDSXnh0QsDj,an interesting movie in which i have no attachment to.,NEUTRAL
/profiles/RkwIJ6FlvhYXunRS4WSQRIBGIAd,"I watched this when I was a kid...and my kids rewatched it and loved it as much as I did when I was 7. Though it rips off so many fantasy stories in so many ways, its still fun for the family.",NEUTRAL
/profiles/WYJI8euDXTGJf9XFW4I89SRPSGW,"saw it for class, normaly I like this type of movie but it was geared more towards children.",NEUTRAL
/profiles/nxNuDJspXuGkswOTaxsoaFdGFAb,Use the wand willow!  Haha... random reference to my college baseball team none of you will understand.  Sigh...,NEUTRAL
/profiles/1KXuexHxVTplfxbi6qFdXI2NTQG,No childhood can be quite complete without Willow. Fantasy at its best.,NEUTRAL
/profiles/KKJIkLuKDi6gSgAi84F9whkvS4g,PERHAPS THE BEST USE OF VAL KIMER BESIDES WHALING,NEUTRAL
/profiles/9XwIBNuMJT1afwvhqaHGmTbRu8Z,I love this movie.  Kilmer is great.  Also Davis the is evil Leprechaun in those movies.,NEUTRAL
/profiles/WYlu84sD9uGgu9AHWeu8eIRnTG8,A really enjoyable movie. I thought I was gonna be bored by some parts of the movie. No. Not even a little. I consider the best part of the movie to be the battle in the deserted castle. And then Willow turns a troll into a two-headed dragon-like creature. Great stop-motion effects by Phil Tippett. The daughter of Bavmorda (Saracen or Sonoco or whatever) kinda looks like Karen Allen when she's in a helmet.,NEUTRAL
/profiles/ej0uyXSGRSxbTqDHGbhgDSwRFXL,"Even though it reminds me alot of one of the original conscepts of Star Wars, Luke was originally going to be a LP. It's still a good film",NEUTRAL
/profiles/AlJu6DSGeik1fpYF6ZsYnFKbHag,The best last REAL fantasy movie ever made!,NEUTRAL
/profiles/NXKuWrskoFmQIoLTZKFdAFqPFb2,Actually pretty good for a kid's movie,NEUTRAL
/profiles/x9XIVzuOKSNkIrdSyAHwpsWDsj1,this is an awesome movie.,NEUTRAL
/profiles/PDVuLyHMgsWAukoH9KHLmiNYSZB,"Wow, it's been so long ago that I've seen this movie that I almost don't remember it. What I do remember I enjoyed, though.",NEUTRAL
/profiles/ej0uyXSGvixYHqeSGbhgbIw8TXL,""" I stole the baby while he was taking a pee-pee!""
Enough said!",NEUTRAL
/profiles/nxNuDASpziGJSwmFaRuoVhdeiAZ,Out of my way Peck!!!,NEUTRAL
/profiles/YkMfGeS91I2mSg1hPAfDJI1vi6b,saw it once as a child and thought it wasa kinda cool but parts of it was lame,NEUTRAL
/profiles/X6yFYQuAoFBYI12ie8F8ouADiRV,A little cheesy and predictable. I might have felt differently if I had grown up with it like everybody else... Val Kilmer looked tasty in it though!,NEUTRAL
/profiles/dQgIeQFmGSL2uzJIDaikdTXmiKj,"Not ntoo bad, but looking rather dated now. Especially since LOTR etc",NEUTRAL
/profiles/GPDu0MFKJHenF8aSwpuMXFKYHeP,"Great story, but poorly filmed, would be better if it was made these days, but was good for it's time",NEUTRAL
/profiles/WYJI8OuDxfGDS9MhW2i8ZFR8iGK,Its onle of those movies that you really shouldnt like but just cant help but love!  Fun fun fun!,NEUTRAL
/profiles/dQRuejSmAiLxhzgFDVukqiXaTKj,Probably the best movie Val Kilmer ever made. Fun to watch.,NEUTRAL
/profiles/bJXIaYulGfMQSBPfGaivRH0Osb4,"had to watch in school, meh",NEUTRAL
